original_id,original,generation,system,sentence_type,rating_1,rating_2,rating_3,rating_1_zscore,rating_2_zscore,rating_3_zscore
19,"There is general acknowledgment among the mediators, as well as some outside observers, that this agreement represents a step towards peace, but that true peace had yet to be fully realized.","There is agreement among meditators that this agreement is a step toward peace, but true peace hasn’t been realized yet.",Human 1 Writing,Deletions,78.0,78.0,80.0,-0.1855765406627668,0.4878618782165543,-0.4188848798421144
43,The Supreme Court of the United Kingdom unanimously denies the Scottish government the right to hold a second referendum on Scottish independence from the United Kingdom without approval from the British government.,"The UK’s Supreme Court will not simply let the Scottish government hold a second election to decide if Scotland will become separate from the UK. To hold such an election, the Scottish government will need the support of the British Government.",Human 1 Writing,Splittings,98.0,30.0,90.0,1.2211492707851896,-2.231887991080572,0.4411829342823797
18,"Described as a darkly comedic bio-pic, Emilia Jones was confirmed to be portraying the whistle-blower Reality Winner from a script written by Kerry Howley based on her own 2017 New York Magazine feature, ""Who Is Reality Winner?"" with Fogel also on board to direct.","Emilia Jones has been confirmed to play the part of Reality Winner, the whistleblower, in a darkly comedic bio-pic. The script was written by Kerry Howley, based on her 2017 New York Magazine feature ""Who Is Reality Winner?"", and Fogel will direct the film.",GPT-3-zero-shot,Splittings,92.0,75.0,58.0,0.7991315273508026,0.317877511385484,-0.4151150232368283
36,"In the opening game of their group, they defeated a much fancied Argentina side 2-1, ending an Argentine unbeaten streak of 36 games dating back to 2019.","In their first match of the tournament, they beat a highly favored Argentine team 2-1, ending their unbeaten streak that had lasted 36 games since 2019.",GPT-3-zero-shot,Paraphrases,88.0,60.0,78.0,0.5177863650612113,-0.5320443227698679,-0.4684576510562788
38,"The Iranian team notably made headlines in their opening match against England after refusing to sing the national anthem in solidarity with the Mahsa Amini protests, with some Iranian supporters cheering against their own team or boycotting their team amidst the ongoing protests as they felt the team was representing the government.",The Iranian team made headlines in their first game against England. They showed support for the Mahsa Amini protests by refusing to sing the national anthem. Some Iranian supporters did not cheer for Iran or boycotted their country’s team because they believed that the team was representing the government.,Human 2 Writing,Splittings,90.0,73.0,93.0,0.658458946206007,0.2045546001647704,0.8134703805504302
2,"In Marriages and Infidelities, Oates explicitly alludes to novellas and short stories by earlier writers, making use of either their titles or their themes and adapting them in accordance with her artistic intentions.","In "" Marriages and Infidelities "" Oates uses short stories and novellas as inspiration for her work.",T5-3B,Deletions,55.0,80.0,70.0,-1.8033112238279168,0.6011847894372679,-1.1521526012465235
24,"Football fans around the world may find some apprehensions about going to the World Cup in Qatar because of the alcohol laws concerning consuming alcohol in public places, but World Cup organizers announce the creation of designated ""sobering up"" zones as a way to make fans feel safe and comfortable while attending the World Cup.","Fans around the world are unsure about going to the World Cup in Qatar because of its alcohol laws. In response, World Cup organizers say they will create “sobering up” zones to make fans feel safer.",Human 2 Writing,Splittings,85.0,90.0,90.0,0.3067774933440179,1.167799345540836,0.4411829342823797
4,"Repeatedly besieged during the War of Restoration of Independence, it was during the siege of the city of Elvas, led by the Spanish commander Don Luis de Haro in 1658, that the fort stood out for its defenders' heroic resistance.","Repeatedly attacked during the War of Restoration of Independence, it was during the attack on the city of Elvas that the fort stood out for its heroic resistance.",Human 1 Writing,Deletions,55.0,50.0,100.0,-1.8033112238279168,-1.098658878873436,1.3012507484068738
16,"In more recent practice, between the announcement of the nomination and the start of hearings, the Judiciary Committee undertakes an investigative stage in which committee members and their staffs prepare for the hearings by looking over the background of the nominees and relevant issues.","Between the announcement of the nomination and the start of hearings, the Judiciary Committee has an investigative stage. Committee members and their staffs prepare for the hearings by looking over the background of the nominees and relevant issues.",T5-3B,Splittings,82.0,45.0,52.0,0.0957686216268244,-1.3819661569252195,-0.7949270093068882
52,"England are the reigning T20 World Cup holders, having beaten Pakistan in the 2022 final, winning their second title.",England won their second title when they beat Pakistan in the final. They are the reigning T20 World Cup holders.,Muss,Splittings,95.0,75.0,100.0,0.9843941180979914,0.317877511385484,1.3012507484068738
30,"The club said on social media that customers subdued the gunman, that it was ""devastated by the senseless attack on our community"", and that it offered condolences to the victims and their families.","The club said on social media that customers stopped the gunman, that it was "" devastated by the senseless attack on our community "", and that it offered condolences to the victims and their families.",T5-3B,Paraphrases,60.0,70.0,55.0,-1.4516297709659276,-1.1521526012465235,-0.6050210162718582
34,"Days prior to the start of the 2022 FIFA World Cup, Qatar was accused of reportedly having paid actors to play the role of fans at the tournament in order to promote the country.","A few days before the start of the 2022 FIFA World Cup, Qatar was accused of paying actors to play fans at the tournament. This is because they want to promote the country.",Muss,Splittings,85.0,40.0,55.0,0.3067774933440179,-1.6652734349770038,-0.6050210162718582
22,"In addition to farming, Corbin has expanded his business to include agritourism, using his farm to host weddings, host corporate meetings, and attract visitors to a large annual Christmas-themed display.","In addition to farming, Corbin has expanded his business to include agritourism. He uses his farm to host weddings, corporate meetings, and attract visitors to a large annual Christmas-themed display.",T5-3B,Splittings,70.0,55.0,80.0,-0.7482668652419494,-0.8153516008216519,-0.2975339135087176
25,"On 3 November 2022, the British Foreign Secretary James Cleverly announced that the UK and Mauritius had decided to begin negotiations on sovereignty over the British Indian Ocean Territory, taking into account the recent international legal proceedings.","On 3 November 2022, the British Foreign Secretary James Cleverly announced that the UK and Mauritius had decided to start talks about sovereignty over the British Indian Ocean Territory.",T5-3B,Paraphrases,85.0,78.0,100.0,0.3067774933440179,-0.4684576510562788,1.3012507484068738
37,"According to the eyewitness account, the shooter ""snapped,"" before shooting a woman, proceeding to kill employees within the break room before firing at least ten shots in the grocery aisles.","An eyewitness said the shooter ""snapped"" and shot a woman. Then he killed employees in the break room and fired at least ten shots in the grocery aisles.",GPT-3-few-shot,Splittings,95.0,65.0,60.0,1.010140399067996,-0.2487370447180839,-0.2885110278801416
59,"Divided into sections pertaining to each season and covering self-reliance, growing and gardening, cooking, health and beauty, and wilderness, and with photos and illustrations evocative of the great outdoors, A Wilder Life shows that getting in touch with nature is possible.","A Wilder Life shows that getting in touch with nature is possible. To show this, the book details many different aspects of the outdoors.",Human 2 Writing,Splittings,94.0,100.0,90.0,0.9398041084955984,1.7344139016444038,1.6105489024701585
42,"The Ukrainian nuclear energy agency said that Russia was responsible for the shelling, which they claimed had damaged exactly the infrastructure needed to restore energy production for Ukrainian needs.",The Ukrainian nuclear energy agency stated that Russia was responsible for shelling that had harmed the infrastructure necessary for producing energy for Ukraine.,GPT-3-zero-shot,Paraphrases,83.0,70.0,65.0,0.1661049121992222,0.0345702333337,0.027998960511575
29,"However, upon Flynn's apparent success in securing sufficient backing to become council president, Arroyo released a statement that acted as an informal concession of sorts, giving strong praise to Flynn's kindness and work ethic, and declaring that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role.""","When it was clear Flynn was going to be council president, Arroyo gave a concession speech. He praised Flynn’s good qualities and said that he wants to see Flynn use these qualities while president.",Human 2 Writing,Splittings,100.0,90.0,100.0,1.3618218519299852,1.167799345540836,1.4117034619668944
44,"Widespread blackouts are reported in Western Ukraine as Russian forces launch another wave of cruise missile strikes, including the city of Lviv which has experienced a total blackout.","After another wave of missile strikes, blackouts have been reported in Western Ukraine including the city of Lviv which experienced a total blackout.",Human 2 Writing,Paraphrases,73.0,60.0,100.0,-0.537257993524756,-0.5320443227698679,1.3012507484068738
27,"Once inaugurated in January 2023, she will become the first female Governor of Massachusetts as well as the first openly lesbian woman and third openly LGBT person (after Kate Brown and Jared Polis) to take office as governor of a U.S. state.","When inaugurated in January 2023, she will become the first female Governor of Massachusetts as well as the first openly lesbian woman and third openly LGBT person to hold the office of governor of a U.S. state.",T5-3B,Paraphrases,80.0,70.0,60.0,-0.0449039595179712,0.0345702333337,-0.2885110278801416
32,"The film stars Julie Ledru as Julia, a young woman living in social housing who has a poor relationship with her mother; passionate about the sport of motocross, she tries to gain the opportunity to participate in the sport by posing as a buyer on shopping websites so that she can take bikes out for test rides.","In the movie, Julie Ledru plays Julia, a young woman living in social housing who has a bad relationship with her mother. She is passionate about motocross, so she tries to take bikes for test rides by pretending to be a buyer.",Human 2 Writing,Splittings,85.0,70.0,93.0,0.3067774933440179,0.0345702333337,0.8134703805504302
3,"Two sisters, Leah and Chantrelle, and their acquaintance Hosanna catch a steamboat from Saint Ann Parish in Jamaica to the United Kingdom, arriving in London's Notting Hill before moving to the Midlands.","Two sisters, Leah and Chantrelle, as well as their friend Hosanna catch a boat from Jamaica to London. Then, they will move to the midlands.",Human 2 Writing,Splittings,60.0,90.0,85.0,-1.4516297709659276,1.167799345540836,0.1297754303601854
46,"The film has grossed over $552 million worldwide, becoming the eighth highest-grossing film of 2022.","The movie has grossed over $ 570 million worldwide, becoming the eighth highest-grossing movie of 2022.",T5-3B,Paraphrases,70.0,60.0,90.0,-0.7482668652419494,-0.5320443227698679,0.4411829342823797
13,"Drone footage released by the Islamic State showed bombs being dropped on an ammunitions facility located in Deir ez-Zor, Syria, an area of contested control between the Islamic State and the Syrian government at the time.","The Islamic State and the Syrian government were fighting to control an area in Syria called Deir ez-Zor. During that time, the Islamic State released videos that showed bombs being dropped on a weapons storage facility in that area.",Human 2 Writing,Splittings,100.0,75.0,65.0,1.3618218519299852,0.317877511385484,0.027998960511575
27,"Once inaugurated in January 2023, she will become the first female Governor of Massachusetts as well as the first openly lesbian woman and third openly LGBT person (after Kate Brown and Jared Polis) to take office as governor of a U.S. state.",She will become the first openly lesbian woman and third openly LBGT person to be governor of a U.S. state.,Human 2 Writing,Deletions,60.0,90.0,90.0,-1.4516297709659276,1.167799345540836,1.6105489024701585
3,"Two sisters, Leah and Chantrelle, and their acquaintance Hosanna catch a steamboat from Saint Ann Parish in Jamaica to the United Kingdom, arriving in London's Notting Hill before moving to the Midlands.","Sisters, Leah and Chantrelle, and their acquaintance Hosanna ride a steamboat from Saint Ann Parish in Jamaica to the United Kingdom. They arrive in London’s Notting Hill before moving to the Midlands.",Human 1 Writing,Splittings,83.0,68.0,80.0,0.1661049121992222,-0.0787526778870135,-0.2975339135087176
50,"On November 9, Fetterman was projected as the winner of the election by media outlets.","On November 9, Fetterman was predicted by the media as the winner of the election.",Human 2 Writing,Paraphrases,88.0,70.0,70.0,0.5177863650612113,0.0345702333337,0.3445089489032916
17,"Unlike the first film adaptation, in which director Samuel Fuller entirely wrote out the character of Gary, replaced Seberg with a younger fictional actress, and recast the story as a horror film centred on the dog itself, Barbeau-Lavalette remained more faithful to the original book.","The first film adaptation took several liberties with the original book, rewriting the character of Gary, replacing Seberg with a new actress, and refocusing the film as a horror movie based on the canine. However, director Barbeau-Lavalette stayed truer to the source material.",GPT-3-zero-shot,Splittings,75.0,85.0,40.0,-0.3965854123799603,0.884492067489052,-1.5545509814470082
46,"The film has grossed over $552 million worldwide, becoming the eighth highest-grossing film of 2022.",The film has made more than $552 million at the box office and is currently the eighth most successful movie of 2022.,GPT-3-zero-shot,Paraphrases,85.0,40.0,75.0,0.3067774933440179,-1.6652734349770038,-0.8489187869043615
19,"There is general acknowledgment among the mediators, as well as some outside observers, that this agreement represents a step towards peace, but that true peace had yet to be fully realized.","There is general agreement among the mediators that this agreement is a step towards peace. However, there is also agreement that true peace has not yet been realized.",Muss,Splittings,80.0,79.0,75.0,-0.0449039595179712,0.5445233338269112,-0.8489187869043615
5,"Nasepia has an appearance similar to that of most other Erniettomorphs from Namibia, with it having a leaf-like body with thin ribs and spindle-shaped bodies, however it differentiates itself from other taxa such as Pteridinium and Rangea in the sense that it has smaller petaloids and with the configuration of the ribs being sub-parallel to its axis.","Nasepia looks similar to other Ernettiomorphs. It is similar due to its overall leaf-like body and thin ribs, but is different due to its smaller petaloids and the location of its ribs.",Human 2 Writing,Splittings,95.0,75.0,88.0,1.010140399067996,0.317877511385484,0.3861610366815272
6,"Republicans have blamed the increase in violent crime and homicides in 2020 and 2021 on progressives and liberals, although Biden had previously rejected calls to ""defund the police"", a slogan supported by racial justice protesters.","Republicans blamed the increase in violent crime in 2020 and 2021 on Democrats. However, Biden has refused to “defund the police”, a slogan supported by racial justice protesters.",Human 1 Writing,Splittings,82.0,45.0,85.0,0.0957686216268244,-1.3819661569252195,0.0111490272201326
25,"On 3 November 2022, the British Foreign Secretary James Cleverly announced that the UK and Mauritius had decided to begin negotiations on sovereignty over the British Indian Ocean Territory, taking into account the recent international legal proceedings.","On 3 November 2022, UK Foreign Secretary James Cleverly stated that the UK and Mauritius had chosen to open negotiations regarding sovereignty of the British Indian Ocean Territory. This decision was made taking recent international legal proceedings into consideration.",GPT-3-few-shot,Splittings,82.0,88.0,90.0,0.0957686216268244,0.3861610366815272,0.4411829342823797
39,"The activists called out to the Russian delegation, stating that the Russians were war criminals who didn't have the right to be present at the conference and didn't deserve respect.","The activists called out to the Russian delegation. They said that the Russians were war criminals, and that they should not be allowed to be at the meeting.",Muss,Splittings,88.0,65.0,100.0,0.5177863650612113,-0.2487370447180839,1.3012507484068738
52,"England are the reigning T20 World Cup holders, having beaten Pakistan in the 2022 final, winning their second title.","After winning the last T20 World Cup, England won the T20 World Cup for the second time. They beat Pakistan in the 2022 final.",Human 1 Writing,Splittings,100.0,70.0,70.0,1.4117034619668944,0.0345702333337,-1.2789526939666087
55,"A Morning Consult poll in mid-November 2022 found that only 28% of Americans supported having an impeachment investigation or investigations into Hunter Biden's business dealings to be a top congressional priority, though it also found more than half of self-identified Republicans supported it as a top congressional priority.",A Morning Consult poll in mid-November 2022 found that only 28% of Americans supported having an impeachment investigation or investigations into Hunter Biden's business dealings to be a top congressional priority. More than half of self-identified Republicans supported it as a top congressional priority.,T5-3B,Splittings,72.0,65.0,75.0,-0.6075942840971538,-0.2487370447180839,-0.7248432573776206
41,"These missions will seek to reestablish a human presence on the Moon and demonstrate technologies and business approaches needed for future scientific studies, including exploration of Mars.","These missions will try to bring people back to the Moon. They will also show new technologies and ways to do science, so that people can find out if they can go to Mars.",Muss,Splittings,65.0,80.0,100.0,-1.0999483181039384,0.6011847894372679,1.3012507484068738
37,"According to the eyewitness account, the shooter ""snapped,"" before shooting a woman, proceeding to kill employees within the break room before firing at least ten shots in the grocery aisles.","According to the eyewitness account, the shooter "" snapped "" before shooting a woman, then killing employees within the break room before firing at least ten shots in the grocery aisles.",T5-3B,Paraphrases,70.0,60.0,53.0,-0.7482668652419494,-0.5320443227698679,-0.7316250116285449
9,"Musk also announced the creation of a ""content moderation council"" with diversified viewpoints to determine how the platform would handle free speech, and declared a moratorium on ""major content decisions or account reinstatements"" until then.","Elon Musk also announced the creation of a "" content moderation council "" to determine how the platform would handle free speech, and announced a moratorium on "" major content decisions or account reinstatements "" until then.",T5-3B,Paraphrases,60.0,30.0,55.0,-1.4516297709659276,-2.231887991080572,-0.6050210162718582
18,"Described as a darkly comedic bio-pic, Emilia Jones was confirmed to be portraying the whistle-blower Reality Winner from a script written by Kerry Howley based on her own 2017 New York Magazine feature, ""Who Is Reality Winner?"" with Fogel also on board to direct.","Emilia Jones has been cast to play the role of whistle-blower Reality Winner in a dark comedy biopic. Kerry Howley wrote the script based on her own 2017 New York Magazine feature ""Who Is Reality Winner?"" and Fogel is directing the film.",GPT-3-few-shot,Splittings,95.0,80.0,70.0,1.010140399067996,0.6011847894372679,0.3445089489032916
57,"In the interior, on the facade and the portico, painted decoration is preserved, which was carried out in two time periods, the first with its construction and the second possibly with the change of use of the building after 1913.","Painted decoration is preserved on the interior, facade, and portico of the building, which was done in two separate time periods. The first was likely when it was first constructed, while the second likely happened after 1913 when the building's use changed.",GPT-3-zero-shot,Splittings,82.0,45.0,53.0,0.0957686216268244,-1.3819661569252195,-0.7316250116285449
1,"Bone has published numerous books including Fantastic Fungi Community Cookbook (2021), which includes recipes by wild mushroom foragers, mycologists, and chefs specializing in mushroom-based dishes.","Bone has published books which include recipes by foragers, mycologists, and chefs that involve mushroom-based dishes.",Human 1 Writing,Deletions,70.0,80.0,40.0,-0.7482668652419494,-0.2975339135087176,-3.8591561363400912
43,The Supreme Court of the United Kingdom unanimously denies the Scottish government the right to hold a second referendum on Scottish independence from the United Kingdom without approval from the British government.,The Supreme Court of the United Kingdom ruled that the Scottish government cannot hold another referendum on Scottish independence without permission from the British government.,GPT-3-few-shot,Paraphrases,70.0,75.0,100.0,-0.7482668652419494,0.317877511385484,1.3012507484068738
56,"Robinson returned to West Point in 1972 to serve as the 3rd Regimental Tactical officer, where he was tasked with developing and training cadets.","Robinson went back to West Point in 1972. Over there, he was the 3rd Regimental Tactical officer. He was in charge of coaching new military students and helping them become better.",Human 2 Writing,Splittings,100.0,70.0,80.0,1.3618218519299852,0.0345702333337,-0.4188848798421144
1,"Bone has published numerous books including Fantastic Fungi Community Cookbook (2021), which includes recipes by wild mushroom foragers, mycologists, and chefs specializing in mushroom-based dishes.","Bone has published many books including Fantastic Fungi Community Cookbook (2021). This book has recipes from wild mushroom foragers, mycologists, and other people who study mushrooms.",Muss,Splittings,78.0,80.0,95.0,-0.1855765406627668,-0.2975339135087176,0.8712168413446268
27,"Once inaugurated in January 2023, she will become the first female Governor of Massachusetts as well as the first openly lesbian woman and third openly LGBT person (after Kate Brown and Jared Polis) to take office as governor of a U.S. state.","In January 2023, she will be sworn in as the Governor of Massachusetts and will become the first female to do so. She is also the first openly lesbian and third openly LGBT person after Kate Brown and Jared Polis to be elected governor of a US state.",GPT-3-few-shot,Splittings,82.0,50.0,55.0,0.0957686216268244,-1.098658878873436,-0.6050210162718582
17,"Unlike the first film adaptation, in which director Samuel Fuller entirely wrote out the character of Gary, replaced Seberg with a younger fictional actress, and recast the story as a horror film centred on the dog itself, Barbeau-Lavalette remained more faithful to the original book.","Unlike the first film adaptation, which contained many changes, Barbeau-Lavalette’s film remained more faithful to the book.",Human 2 Writing,Deletions,70.0,90.0,100.0,-0.7482668652419494,1.167799345540836,2.2435688792535915
13,"Drone footage released by the Islamic State showed bombs being dropped on an ammunitions facility located in Deir ez-Zor, Syria, an area of contested control between the Islamic State and the Syrian government at the time.","Drone footage from the Islamic State revealed bombs falling on an ammunitions facility in Deir ez-Zor, Syria. This region was disputed between the Islamic State and the Syrian government at the time.",GPT-3-few-shot,Splittings,87.0,60.0,50.0,0.4474500744888135,-0.5320443227698679,-0.9215310046635748
29,"However, upon Flynn's apparent success in securing sufficient backing to become council president, Arroyo released a statement that acted as an informal concession of sorts, giving strong praise to Flynn's kindness and work ethic, and declaring that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role.""",Flynn had enough support to become council president. Arroyo released a statement praising Flynn's kindness and work ethic. He also said he was excited to see how Flynn used those qualities as a leader.,GPT-3-few-shot,Splittings,85.0,70.0,80.0,0.3067774933440179,0.0345702333337,-0.2975339135087176
39,"The activists called out to the Russian delegation, stating that the Russians were war criminals who didn't have the right to be present at the conference and didn't deserve respect.","The activists called out to the Russian delegation, stating that the Russians were war criminals who didn't have the right to be present at the conference and didn't deserve respect.",T5-3B,Paraphrases,50.0,30.0,75.0,-2.154992676689906,-2.231887991080572,-0.8489187869043615
30,"The club said on social media that customers subdued the gunman, that it was ""devastated by the senseless attack on our community"", and that it offered condolences to the victims and their families.","The club announced on social media that customers had managed to overpower the gunman. They declared that they were ""deeply saddened by the senseless attack on our community"", and offered condolences to those affected and their families.",GPT-3-zero-shot,Splittings,84.0,82.0,67.0,0.23644120277162,-0.1266101759611564,0.1546029558682616
30,"The club said on social media that customers subdued the gunman, that it was ""devastated by the senseless attack on our community"", and that it offered condolences to the victims and their families.","The club reported on social media that customers were able to contain the gunman. They expressed that they were ""shocked and saddened by the vicious attack on our community"" and offered their deepest sympathies to the victims and their families.",GPT-3-few-shot,Splittings,85.0,86.0,58.0,0.3067774933440179,0.215237299133966,-0.4151150232368283
40,"On the fifth day of flight, November 20, 2022, at 19:09 UTC, the Orion spacecraft entered the Lunar sphere of influence, thus the Moon's gravitational force became stronger than Earth's relative to the spacecraft.","On November 20, 2022 at 19:09 UTC, the Orion spacecraft began to be affected by the Moon's gravity, since it had entered the Moon's sphere of influence.",GPT-3-zero-shot,Paraphrases,93.0,60.0,80.0,0.8694678179232005,-0.5320443227698679,-0.4188848798421144
32,"The film stars Julie Ledru as Julia, a young woman living in social housing who has a poor relationship with her mother; passionate about the sport of motocross, she tries to gain the opportunity to participate in the sport by posing as a buyer on shopping websites so that she can take bikes out for test rides.","Julie Ledru plays Julia in the film. She lives in social housing, doesn't get along well with her mom, and loves motocross. To pursue her passion, she pretends to be a buyer on shopping websites and takes bikes out for test rides.",GPT-3-few-shot,Splittings,90.0,68.0,95.0,0.658458946206007,-0.0787526778870135,0.9843941180979914
15,"Major American and British oil producers reported record profits in 2022, rewarding their shareholders with dividends and stock buybacks rather than following their past practice of plowing profits back into more production.","Oil companies in the United States and UK announced exceptionally high profits in 2022. As a result, they distributed dividends to their shareholders and repurchased stocks instead of reinvesting the money into additional production like they had done in the past.",GPT-3-zero-shot,Splittings,99.0,70.0,60.0,1.2914855613575873,0.0345702333337,-2.139020508091103
11,"The last president to run after leaving office was Theodore Roosevelt, who came in second in the 1912 election as the presidential nominee of the Progressive Party, although Herbert Hoover did briefly seek the Republican presidential nomination at several national conventions subsequent to leaving office in 1933.","Theodore Roosevelt was the last president to campaign for office after leaving the White House. He ran for president in 1912, representing the Progressive Party and coming in second. After he left office, Herbert Hoover did attempt to get the Republican nomination at a few conventions.",GPT-3-few-shot,Splittings,70.0,100.0,60.0,-0.7482668652419494,1.7344139016444038,-0.2885110278801416
40,"On the fifth day of flight, November 20, 2022, at 19:09 UTC, the Orion spacecraft entered the Lunar sphere of influence, thus the Moon's gravitational force became stronger than Earth's relative to the spacecraft.","On the fifth day of flight, the Orion spaceship entered the Lunar sphere of influence. This means that the Moon's gravitational force could influence the spaceship more than the Earth's.",Human 1 Writing,Splittings,83.0,70.0,95.0,0.1661049121992222,0.0345702333337,0.8712168413446268
16,"In more recent practice, between the announcement of the nomination and the start of hearings, the Judiciary Committee undertakes an investigative stage in which committee members and their staffs prepare for the hearings by looking over the background of the nominees and relevant issues.","When the hearings start after nominations, the Judiciary Committee members and their staff look at the background of nominees.",Human 1 Writing,Deletions,70.0,90.0,100.0,-0.7482668652419494,1.167799345540836,2.2435688792535915
23,"An activist hiding his identity said the Egyptian authorities were carrying out random detentions ahead of COP, where they are randomly stopping people and inspecting their mobile phones to look for any evidence of dissent.",An activist hiding his identity said the Egyptian authorities were carrying out random detentions ahead of COP. They are randomly stopping people and inspecting their mobile phones to look for any evidence of dissent.,T5-3B,Splittings,65.0,60.0,90.0,-1.0999483181039384,-0.5320443227698679,0.4411829342823797
45,"The film received positive reviews from critics, with praise towards Coogler's direction, the action sequences, production and costume design, the cast's performances (particularly those of Wright, Gurira, Huerta, and Bassett), emotional weight, musical score, and its tributes to Boseman, although the runtime received some criticism.","The film received mostly positive reviews from critics, with praise towards Coogler's direction, the action sequences, the production and costume design, the cast's performances (particularly those of Wright, Gurira, Huerta, and Bassett), and the musical score, which many critics said was very good.",Muss,Paraphrases,80.0,60.0,40.0,-0.0449039595179712,-0.5320443227698679,-1.5545509814470082
16,"In more recent practice, between the announcement of the nomination and the start of hearings, the Judiciary Committee undertakes an investigative stage in which committee members and their staffs prepare for the hearings by looking over the background of the nominees and relevant issues.",The Judiciary Committee does an investigative stage between the announcement of the nomination and the start of hearings. Committee members and their staffs get ready for the hearings by looking over the background of the nominees and relevant issues.,Human 2 Writing,Splittings,85.0,50.0,55.0,0.3067774933440179,-1.098658878873436,-0.6050210162718582
32,"The film stars Julie Ledru as Julia, a young woman living in social housing who has a poor relationship with her mother; passionate about the sport of motocross, she tries to gain the opportunity to participate in the sport by posing as a buyer on shopping websites so that she can take bikes out for test rides.","The movie stars Julie Ledru as Julia, a young woman living in social housing. She loves the sport of motocross and wants to learn how to do it, but her mother does n't want her to do it, so she tries to find a job that will let her do it, but it will cost a lot of money.",Muss,Splittings,40.0,30.0,50.0,-2.858355582413884,-2.231887991080572,-2.861389976722136
11,"The last president to run after leaving office was Theodore Roosevelt, who came in second in the 1912 election as the presidential nominee of the Progressive Party, although Herbert Hoover did briefly seek the Republican presidential nomination at several national conventions subsequent to leaving office in 1933.","Theodore Roosevelt was the last former president to stand for election after leaving office. He was the presidential nominee for the Progressive Party in 1912 and came in second. After leaving office in 1933, Herbert Hoover tried to get the Republican nomination at several conventions.",GPT-3-zero-shot,Splittings,59.0,85.0,60.0,-1.5219660615383257,0.884492067489052,-0.2885110278801416
3,"Two sisters, Leah and Chantrelle, and their acquaintance Hosanna catch a steamboat from Saint Ann Parish in Jamaica to the United Kingdom, arriving in London's Notting Hill before moving to the Midlands.","Two sisters, Leah and Chantrelle, and their friend Hosanna catch a steamboat from Saint Ann Parish in Jamaica to the United Kingdom. It arrives in London's Notting Hill before moving to the Midlands.",T5-3B,Splittings,85.0,65.0,70.0,0.3067774933440179,-0.2487370447180839,-1.1521526012465235
6,"Republicans have blamed the increase in violent crime and homicides in 2020 and 2021 on progressives and liberals, although Biden had previously rejected calls to ""defund the police"", a slogan supported by racial justice protesters.","Republicans have blamed the increase in violent crime on progressives and liberals. However,  Biden had rejected calls from racial justice protesters to “defund the police.”",Human 2 Writing,Splittings,84.0,50.0,100.0,0.23644120277162,-1.098658878873436,1.3012507484068738
24,"Football fans around the world may find some apprehensions about going to the World Cup in Qatar because of the alcohol laws concerning consuming alcohol in public places, but World Cup organizers announce the creation of designated ""sobering up"" zones as a way to make fans feel safe and comfortable while attending the World Cup.","Football fans may not like going to the World Cup in Qatar because of its alcohol laws, but organizers announced the creation of “sobering up” zones to make fans feel safe while attending. ",Human 1 Writing,Paraphrases,85.0,70.0,80.0,0.3067774933440179,0.0345702333337,-0.4188848798421144
20,"Whereas earlier major protests, which were violently quelled by Iran's government, focused on election results or economic woes, the current protest, besides increased rights for women, has one main demand: the overthrow of the Islamic Republic.","Earlier protests, which were forcefully put down by Iranian authorities, dealt with election results or financial difficulties. Now, the current demonstration is demanding the collapse of the Islamic Republic, in addition to more rights for women.",GPT-3-zero-shot,Splittings,84.0,95.0,60.0,0.23644120277162,0.9843941180979914,-0.2885110278801416
11,"The last president to run after leaving office was Theodore Roosevelt, who came in second in the 1912 election as the presidential nominee of the Progressive Party, although Herbert Hoover did briefly seek the Republican presidential nomination at several national conventions subsequent to leaving office in 1933.","The last president to run after leaving office was Theodore Roosevelt, although Herbert Hoover did later seek the Republican presidential nomination in 1933.",Human 2 Writing,Deletions,85.0,95.0,85.0,0.3067774933440179,1.4511066235926198,1.2940389140784416
56,"Robinson returned to West Point in 1972 to serve as the 3rd Regimental Tactical officer, where he was tasked with developing and training cadets.",Robinson went back to West Point in 1972 and was given the job of developing and teaching cadets as the third Regimental Tactical officer.,GPT-3-zero-shot,Paraphrases,83.0,50.0,100.0,0.1661049121992222,-1.098658878873436,1.3012507484068738
56,"Robinson returned to West Point in 1972 to serve as the 3rd Regimental Tactical officer, where he was tasked with developing and training cadets.",Robinson returned to West Point in 1972 to be the 3rd Regimental Tactical officer. He was tasked with developing and training cadets.,T5-3B,Splittings,70.0,52.0,75.0,-0.7482668652419494,-0.9853359676527222,-0.8489187869043615
47,"The sentence included a fine of $400, or $100 for each count of fraud, and a three-year supervised release after the prison term.","The sentence included a fine of $ 400, or $ 100 for each count of fraud. He was sentenced to three-year supervised release after the prison term.",T5-3B,Splittings,58.0,60.0,50.0,-1.5923023521107234,-0.5320443227698679,-0.9215310046635748
28,"The sitcom series features the story of Abi (played by Bolu Essien) who secures a job at a top advertising agency in Lagos, although she had a rough start with her superior, she soon got an opportunity to shine at work when she was promoted to become the acting manager after the manager traveled to another branch.","The sitcom series is about the story of Abi who gets a job at a top ad agency in Lagos. Though she has a rough start with her superior, she gets a chance to shine at work when she is promoted to acting manager. This happens because her manager travels to another branch.",Human 1 Writing,Splittings,90.0,50.0,57.0,0.658458946206007,-1.098658878873436,-0.4784170209151716
